,rewards
391,-1100.1514378694092
392,-1068.9366058916225
393,-1084.1558082895501
394,-1075.3231555340617
395,-1072.163890648942
396,-1078.1987023901881
397,-1092.670221508941
398,-1069.4641975524992
399,-1105.0643706383694
400,-1132.1926424182882
401,-1054.3984079643974
402,-1074.2418145512806
403,-1052.567337463701
404,-1071.8558252649339
405,-1072.5064953858023
406,-1081.1615758127514
407,-1087.7416095673566
408,-1074.5092806159478
409,-1067.5182879385382
410,-1106.4509114831396
411,-1071.5548478464157
412,-1064.3451719049372
413,-1078.7526526732713
414,-1096.4461453716717
415,-1053.9200321471749
416,-1073.6497297214146
417,-1038.9278505383832
418,-1120.588110789978
419,-1075.3772342221841
420,-1066.995309944498
421,-1026.595839548871
422,-1056.4671153054817
423,-1120.094427342397
424,-1069.2032092431407
425,-1050.7457193851296
426,-1078.369576124699
427,-1062.7585006504446
428,-1083.2048540589824
429,-1054.5772958243845
430,-1100.2133692694272
431,-1162.2127872218512
432,-1090.5891115655822
433,-1060.5957833457173
434,-1116.3215882128945
435,-1088.7396327138135
436,-1041.2814223899395
437,-1044.5318733250201
438,-1069.7691827241438
439,-1114.445038342742
440,-1127.2196842027536
441,-1202.153629896088
442,-1089.0771213337002
443,-1094.2639916839212
444,-1078.2999161416503
445,-1125.6931129486259
446,-1064.7414297062896
447,-1123.2013248239373
448,-1118.1034779209597
449,-1151.0932220316736
450,-1106.3268648901203
451,-1185.62707948639
452,-1113.8147046882386
453,-1076.3004391927075
454,-1124.1894923792065
455,-1164.3421459044869
456,-1093.649160752058
457,-1138.1359134777474
458,-1104.4298691634594
459,-1150.9261157034664
460,-1106.8870624966123
461,-1105.8588326566212
462,-1138.9350713333974
463,-1147.8599399579384
464,-1198.2046700033673
465,-1125.6658744654146
466,-1130.1008348379887
467,-1069.4234391599941
468,-1056.4795743584175
469,-1134.9028542980036
470,-1088.8033933651125
471,-1095.127630687086
472,-1122.4914937175222
473,-1099.4805355067122
474,-1065.6251700834916
475,-1140.9224631642542
476,-1116.553601160948
477,-1144.9322115015002
478,-1108.158562233157
479,-1069.313572539057
480,-1101.972986103561
481,-1117.3845711346123
482,-1125.9945489435136
483,-1101.7854927085991
484,-1124.644572641312
485,-1131.644211029839
486,-1093.9539443273572
487,-1125.3650559748282
488,-1136.1806060266458
489,-1094.7886226320866
490,-1130.9495835541054
491,-1107.1946628980972
492,-1136.4183367406054
493,-1095.7044418934488
494,-1196.722134418627
495,-1098.1841233612386
496,-1121.079791212176
497,-1142.1647591903502
498,-1148.3436734044021
499,-1136.0540816847001
500,-1217.4034975512382
501,-1165.6699054497813
502,-1092.12307367927
503,-1132.9553085645468
504,-1122.7300990868782
505,-1094.5632435367254
506,-1114.2061338423428
507,-1150.1639199606495
508,-1175.7737931773231
509,-1192.297686207136
510,-1096.9810810662123
511,-1124.0194343897865
512,-1141.629981314639
513,-1137.0267803069223
514,-1134.6277595721072
515,-1141.279507678606
516,-1191.0586659894623
517,-1135.1667678775045
518,-1129.5935444817685
519,-1116.661484308004
520,-1134.7912026395013
521,-1090.094954711562
522,-1178.741694503628
523,-1114.4671405096071
524,-1130.7401636719671
525,-1123.3327041789717
526,-1216.7029829912965
527,-1149.1660147078069
528,-1106.883760008333
529,-1140.595867038986
530,-1121.7202956473461
531,-1143.2669805514192
532,-1111.4276036058404
533,-1103.2197416884737
534,-1125.6512907479464
535,-1151.2962720280757
536,-1120.5769960016416
537,-1161.2936356270056
538,-1166.3699176721918
539,-1224.6854769264705
540,-1153.0661536354646
541,-1160.3033967672302
542,-1169.9196098594919
543,-1119.8034697259502
544,-1196.2174387037314
545,-1170.7464052816542
546,-1110.1980800023239
547,-1148.8406936742133
548,-1133.1153022129472
549,-1112.331687209602
550,-1165.2306606368938
551,-1142.8034248671688
552,-1160.428171175273
553,-1153.9248067122205
554,-1133.7873909184048
555,-1145.0346431059604
556,-1147.9137516145465
557,-1120.3859200440377
558,-1137.8859337049587
559,-1206.291205107737
560,-1151.3400767805545
561,-1225.5918123752638
562,-1132.0316442373692
563,-1180.6288115582581
564,-1166.3282389322462
565,-1149.9886859568815
566,-1224.5627618237959
567,-1117.234823464767
568,-1127.6043896763617
569,-1155.4829634598088
570,-1162.7216563615402
571,-1132.4401344115338
572,-1151.6926165493499
573,-1171.0627178856682
574,-1175.645712033233
575,-1190.5059410821736
576,-1187.2105458546205
577,-1146.9605655930857
578,-1183.8357502858346
579,-1136.3544690123817
580,-1330.9613555272451
581,-1226.4766184355233
582,-1212.9776097112338
583,-1211.8820004395673
584,-1175.2028232688517
585,-1188.2170863385932
586,-1191.2031193904722
587,-1246.3309785908266
588,-1161.0873039380199
589,-1174.6529843839312
590,-1170.441593066934
591,-1168.470019115507
592,-1139.252062843334
593,-1204.292221941999
594,-1178.7385952239238
595,-1148.489423414567
596,-1178.4916535833395
597,-1185.1801674653973
598,-1159.2144151821897
599,-1191.5943847095016
600,-1181.3242720723229
601,-1212.7364341140476
602,-1141.973425297506
603,-1198.6716065882904
604,-1154.599238727063
605,-1161.1088699578977
606,-1141.8847547275168
607,-1197.571864815971
608,-1222.84890787549
609,-1219.80639859325
610,-1225.0381634467253
611,-1178.6592393857734
612,-1144.5463081404937
613,-1218.4427471272477
614,-1207.2069972253864
615,-1206.56395749881
616,-1127.99607404342
617,-1233.8563411428202
618,-1181.1473473497967
619,-1228.842627156926
620,-1193.5266347083298
621,-1180.4124644997833
622,-1167.8891676395583
623,-1173.21173080537
624,-1190.6651668438178
625,-1228.1899116188247
626,-1144.050230377237
627,-1189.992918626131
628,-1204.1279291592925
629,-1152.5439582116378
630,-1225.895066759987
631,-1236.8641728989494
632,-1227.266995299634
633,-1196.8296354563481
634,-1203.7768148742025
635,-1214.804375114137
636,-1199.066959682814
637,-1252.354427602356
638,-1184.3872537440204
639,-1206.7203631744173
640,-1261.3082491841817
641,-1188.7525530733797
642,-1230.1480467401045
643,-1253.1130154487882
644,-1198.2693457681055
645,-1209.7265879124545
646,-1236.392851792921
647,-1164.6707722985793
648,-1223.8989972372026
649,-1216.7171040647404
650,-1229.7155157780237
651,-1236.7125583585114
652,-1196.2347825741656
653,-1181.8382339090192
654,-1250.3958398141535
655,-1187.617846464729
656,-1265.8429111154326
657,-1277.0541183681025
658,-1194.2153440114841
659,-1258.815772159614
660,-1214.322064132371
661,-1226.170978824918
662,-1232.6131025940003
663,-1189.4045139083041
664,-1255.644323706421
665,-1219.2951519655142
666,-1184.3005740417577
667,-1195.4854403085264
668,-1224.1466761612694
669,-1254.6176404098305
670,-1209.0973450692782
671,-1275.2569926037613
672,-1194.847780838214
673,-1233.3181669676933
674,-1232.5170532657412
675,-1246.8811466507552
676,-1251.984875809391
677,-1214.6524913659982
678,-1179.2774653176689
679,-1228.2799799926618
680,-1237.2893014789315
681,-1230.2790321646014
682,-1242.514869321802
683,-1186.5866588837957
684,-1206.112328377424
685,-1209.314743899904
686,-1184.7221028324327
687,-1244.9994607506508
688,-1198.7172673709474
689,-1220.9067825726781
690,-1188.9971353406188
691,-1213.5481162269411
692,-1236.1141808520035
693,-1172.6384116724005
694,-1247.4208745761227
695,-1204.3756444081753
696,-1216.5157495076849
697,-1223.9472142501195
698,-1197.2676481981255
