,rewards
1099,166.0
1100,164.0
1101,110.0
1102,141.0
1103,175.0
1104,154.0
1105,115.0
1106,99.0
1107,112.0
1108,207.0
1109,151.0
1110,179.0
1111,141.0
1112,174.0
1113,128.0
1114,146.0
1115,146.0
1116,138.0
1117,152.0
1118,149.0
1119,179.0
1120,139.0
1121,173.0
1122,155.0
1123,156.0
1124,139.0
1125,189.0
1126,180.0
1127,176.0
1128,181.0
1129,142.0
1130,111.0
1131,125.0
1132,142.0
1133,161.0
1134,160.0
1135,187.0
1136,149.0
1137,157.0
1138,147.0
1139,159.0
1140,152.0
1141,146.0
1142,104.0
1143,119.0
1144,155.0
1145,125.0
1146,171.0
1147,170.0
1148,152.0
1149,141.0
1150,149.0
1151,119.0
1152,111.0
1153,108.0
1154,179.0
1155,140.0
1156,135.0
1157,175.0
1158,146.0
1159,141.0
1160,133.0
1161,145.0
1162,113.0
1163,147.0
1164,148.0
1165,131.0
1166,138.0
1167,165.0
1168,111.0
1169,190.0
1170,166.0
1171,126.0
1172,161.0
1173,188.0
1174,113.0
1175,178.0
1176,132.0
1177,170.0
1178,173.0
1179,132.0
1180,120.0
1181,157.0
1182,159.0
1183,112.0
1184,164.0
1185,156.0
1186,91.0
1187,144.0
1188,177.0
1189,143.0
1190,130.0
1191,156.0
1192,150.0
1193,150.0
1194,148.0
1195,167.0
1196,118.0
1197,106.0
1198,143.0
1199,133.0
1200,139.0
1201,136.0
1202,101.0
1203,140.0
1204,162.0
1205,168.0
1206,166.0
1207,94.0
1208,108.0
1209,182.0
1210,184.0
1211,88.0
1212,130.0
1213,154.0
1214,124.0
1215,117.0
1216,145.0
1217,94.0
1218,126.0
1219,157.0
1220,145.0
1221,108.0
1222,85.0
1223,167.0
1224,129.0
1225,147.0
1226,88.0
1227,137.0
1228,131.0
1229,112.0
1230,141.0
1231,149.0
1232,147.0
1233,143.0
1234,183.0
1235,121.0
1236,111.0
1237,145.0
1238,111.0
1239,111.0
1240,143.0
1241,86.0
1242,140.0
1243,104.0
1244,147.0
1245,134.0
1246,129.0
1247,98.0
1248,116.0
1249,139.0
1250,97.0
1251,132.0
1252,115.0
1253,141.0
1254,99.0
1255,99.0
1256,148.0
1257,134.0
1258,107.0
1259,126.0
1260,142.0
1261,132.0
1262,128.0
1263,102.0
1264,142.0
1265,130.0
1266,162.0
1267,118.0
1268,125.0
1269,96.0
1270,129.0
1271,88.0
1272,149.0
1273,128.0
1274,111.0
1275,116.0
1276,123.0
1277,105.0
1278,149.0
1279,128.0
1280,139.0
1281,144.0
1282,119.0
1283,136.0
